"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"GC.XPN.COMP.ZS","Compensación de empleados (% del gasto)","La remuneración de empleados consiste en todos los pagos en dinero y especie (por ejemplo, en alimentos y vivienda) realizados a empleados a cambio de servicios prestados, y contribuciones del Gobierno a esquemas de seguridad social como el seguro social y las pensiones que otorgan beneficios a empleados.","Fondo Monetario Internacional, Anuario de Estadísticas de las Finanzas Públicas y archivos de datos.",
