"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"GC.AST.TOTL.GD.ZS","Adquisición neta de activos financieros (% del PIB)","Net acquisition of government financial assets includes domestic and foreign financial claims, SDRs, and gold bullion held by monetary authorities as a reserve asset. The net acquisition of financial assets should be offset by the net incurrence of liabilities.","Fondo Monetario Internacional, Anuario de estadísticas de finanzas públicas y archivos de datos.",
