"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"IQ.CPA.ENVR.XQ","Calificación de políticas e instituciones para la sostenibilidad ambiental de la CPIA (1=bajo a 6=alto)","Las políticas y las instituciones para la sostenible ambiental evalúan la medida en que las políticas ambientales promueven la protección y el uso sustentable de los recursos naturales, así como la gestión de la polución.","Grupo del Banco Mundial, base de datos de la CPIA (http://www.worldbank.org/ida).",
