"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"GC.XPN.TOTL.GD.ZS","Gasto (% del PIB)","Los gastos son los pagos de dinero por actividades operativas del Gobierno para la provisión de bienes y servicios. Incluye remuneración de empleados (como sueldos y salarios), interés y subsidios, donaciones, beneficios sociales y otros gastos como renta y dividendos.","Fondo Monetario Internacional, Anuario de Estadísticas de las Finanzas Públicas y archivos de datos, y estimaciones del PIB del Banco Mundial y la OCDE.",
